dteday,yr,mnth,holiday,weekday,workingday,temp,hum,windspeed,is_weekend,cnt_lag_7,season_2,season_3,season_4,weathersit_2,weathersit_3,cnt
2011-01-24,0,1,0,1,1,-2.1994167275961747,-0.9605226475230186,-0.4153858492196269,0,-1.834324320542928,False,False,False,False,False,1416
2011-01-25,0,1,0,2,1,-1.5068009083754106,-0.08083100160849713,-0.7828661433736473,0,-1.9990220519589899,False,False,False,True,False,1985
2011-01-26,0,1,0,3,1,-1.5396390853385777,1.6441775899102096,1.329933049769398,0,-1.4966160384595206,False,False,False,False,True,506
2011-01-27,0,1,0,4,1,-1.6632354355679608,0.4147534014146155,-0.9883970193252843,0,-1.3527003551716685,False,False,False,False,False,431
2011-01-28,0,1,0,5,1,-1.6166643308015292,1.1562226421368471,-0.8665260575400632,1,-1.5522080172024817,False,False,False,True,False,1167
2011-01-29,0,1,0,6,0,-1.654874829121333,0.16352232481580983,-0.5823579531555235,1,-1.8441957934038278,False,False,False,False,False,1098
2011-01-30,0,1,0,0,0,-1.5450114066952148,0.6583479974825938,-1.5016691380374168,0,-1.8415980373878016,False,False,False,False,False,1096
2011-01-31,0,1,0,1,1,-1.7410571908435022,-0.1736138887939901,-0.04368134757690822,0,-1.6181910200095473,False,False,False,True,False,1501
2011-02-01,0,2,0,2,1,-1.6787591371567714,1.4127999576353385,-1.7691541985778716,0,-1.3225663853857645,False,False,False,True,False,1360
2011-02-02,0,2,0,3,1,-1.3061793126830756,1.0323950378715705,0.949471044796451,0,-2.0909826149263178,False,False,False,True,False,1526
2011-02-03,0,2,0,4,1,-1.7074170108966245,-1.339276626233664,1.1226120371076114,0,-2.129948955166711,False,False,False,False,False,1550
2011-02-04,0,2,0,5,1,-1.5736747736061891,-0.30381342299621217,-0.8080697228107894,1,-1.7475592696076527,False,False,False,True,False,1708
2011-02-05,0,2,0,6,0,-1.4526657069749407,2.1125320034784134,-0.37998235413904224,1,-1.7834083026288143,False,False,False,True,False,1005
2011-02-06,0,2,0,0,0,-1.1642742231063796,-0.42242826870226713,-0.628270452232382,0,-1.7844474050352248,False,False,False,False,False,1623
2011-02-07,0,2,0,1,1,-1.2420904852107995,0.7718695144077385,-1.869668443050567,0,-1.5740291677371019,False,False,False,False,False,1712
2011-02-08,0,2,0,2,1,-1.5213303459912648,-0.6361092179438784,2.2069712509290245,0,-1.647285887389041,False,False,False,False,False,1530
2011-02-09,0,2,0,3,1,-1.99401772097964,-0.9391376919242724,-0.022470159363840475,0,-1.5610403876569707,False,False,False,True,False,1605
2011-02-10,0,2,0,4,1,-1.9414755392043488,-1.3423326235022104,0.4037626791909171,0,-1.548571158780045,False,False,False,False,False,1538
2011-02-11,0,2,0,5,1,-1.6956945837237576,-0.8577779117701722,-1.0564866077178092,1,-1.4664820686736166,False,False,False,False,False,1746
2011-02-12,0,2,0,6,0,-1.512173229732048,-0.5922012112118932,0.164631323550213,1,-1.8317265645269019,False,False,False,False,False,1472
2011-02-13,0,2,0,0,0,-0.9956942945646219,-1.2018270019598565,0.9053615611111098,0,-1.5106439209460623,False,False,False,False,False,1589
2011-02-14,0,2,0,1,1,-0.4547377888806572,-1.7747948760474204,2.9276365029186047,0,-1.4644038638607957,False,False,False,False,False,1913
2011-02-15,0,2,0,2,1,-1.2727423800676865,-2.2067442830740007,1.298045434702273,0,-1.5589621828441498,False,False,False,False,False,1815
2011-02-16,0,2,0,3,1,-0.986141669984671,-1.4400753591281483,0.7882685901134105,0,-1.5199958426037565,False,False,False,False,False,2115
2011-02-17,0,2,0,4,1,-0.34029855491049055,-0.8673603951593609,0.5089686272859685,0,-1.5548057732185079,False,False,False,False,False,2475
2011-02-18,0,2,0,5,1,0.13120229511568213,-0.785396440832629,0.9574171912004967,1,-1.4467391229518174,False,False,False,False,False,2927
2011-02-19,0,2,0,6,0,-0.5417111672442938,-3.094957594935066,4.080986812828301,1,-1.5890961526300538,False,False,False,False,False,1635
2011-02-20,0,2,0,0,0,-1.1676580165171042,-1.550035058547194,0.4205049649692946,0,-1.5283086618550406,False,False,False,False,False,1812
2011-02-21,0,2,1,1,0,-1.0681437284835258,-0.16483228744759318,1.510183074195685,0,-1.359974072016542,False,False,False,True,False,1107
2011-02-22,0,2,0,2,1,-1.733427176156008,-0.35607448892889043,0.06567153591863346,0,-1.4108900899306558,False,False,False,False,False,1450
2011-02-23,0,2,0,3,1,-1.516353532955362,-1.4431313563966945,-1.2424161306273764,0,-1.255024728969083,False,False,False,False,False,1917
2011-02-24,0,2,0,4,1,-1.1103367758662765,0.48424045654838627,0.771590697741873,0,-1.067986295815196,False,False,False,True,False,1807
2011-02-25,0,2,0,5,1,-0.7329778925170448,0.5880951867114169,2.0084978923670422,1,-0.8331491519664264,False,False,False,True,False,1461
2011-02-26,0,2,0,6,0,-1.1825829624536925,-0.6361092179438784,-0.05167900870642565,1,-1.5044093065075994,False,False,False,False,False,1969
2011-02-27,0,2,0,0,0,-0.8476203738186995,0.3620637933362332,-0.8414383862352329,0,-1.4124487435402715,False,False,False,False,False,2402
2011-02-28,0,2,0,1,1,-0.49718352213498795,1.741576086763369,1.2763062205531177,0,-1.7787323417999672,False,False,False,True,False,1446
2011-03-01,0,3,0,2,1,-1.2695563408173292,-0.6566019628458304,0.3328011448533322,0,-1.6005262791005692,False,False,False,False,False,1851
2011-03-02,0,3,0,3,1,-0.894191478585131,-1.2566803966099913,1.5100156513379015,0,-1.3578958672037211,False,False,False,False,False,2134
2011-03-03,0,3,0,4,1,-1.644926696220648,-2.178748537981687,0.4529463633352435,0,-1.4150464995562977,False,False,False,False,False,1685
2011-03-04,0,3,0,5,1,-1.2970221964238589,-0.1267763398528467,0.16436087124148546,1,-1.5948112158653114,False,False,False,True,False,1944
2011-03-05,0,3,0,6,0,-0.6241087340638828,1.1289926526819383,0.7892988846228495,1,-1.3308792046370483,False,False,False,True,False,2077
2011-03-06,0,3,0,0,0,-0.6661040272862664,2.2466727203648986,1.9666164205583623,0,-1.1059135336491785,False,False,False,True,False,605
2011-03-07,0,3,0,1,1,-1.2966266881031245,-0.5420617801645038,1.9416961721113155,0,-1.6026044839133902,False,False,False,False,False,1872
2011-03-08,0,3,0,2,1,-1.1276512512406331,-1.4586572275771246,-0.9006545631652177,0,-1.392186246615267,False,False,False,False,False,2133
2011-03-09,0,3,0,3,1,-1.1093425118933202,1.0323950378715705,0.3807742329490681,0,-1.2451532561081835,False,False,False,True,False,1891
2011-03-10,0,3,0,4,1,-0.5970603594625722,-4.415127339103789,0.9181629703908853,0,-1.4784317463473373,False,False,False,False,True,623
2011-03-11,0,3,0,5,1,-0.9956942945646219,0.14824936375415593,0.5458789280866072,1,-1.3438679847171795,False,False,False,True,False,1977
2011-03-12,0,3,0,6,0,-0.9262331457357087,-0.2380146404279281,0.38882340880405714,1,-1.2747676746908823,False,False,False,False,False,2132
2011-03-13,0,3,0,0,0,-0.6231144700909262,-0.7100573265616186,1.0305552226892707,0,-2.0395470458089986,False,False,False,False,False,2417
2011-03-14,0,3,0,1,1,-0.9479311716648672,-0.9238647308626186,-0.6910411452199302,0,-1.381275671347957,False,False,False,False,False,2046
2011-03-15,0,3,0,2,1,-0.9909207288602073,0.1910122496705717,-0.0808105859608025,0,-1.2456728073113887,False,False,False,True,False,2056
2011-03-16,0,3,0,3,1,-0.7282043268126299,1.0401579734617858,0.16141165320821732,0,-1.3714041984870573,False,False,False,True,False,2192
2011-03-17,0,3,0,4,1,-0.4547377888806572,-0.17946594793122894,0.24463369220812192,0,-2.0301951241513043,False,False,False,False,False,2744
2011-03-18,0,3,0,5,1,0.23190860128258392,-0.7253302876232726,0.5207268633749367,1,-1.3267227950114064,False,False,False,False,False,3239
2011-03-19,0,3,0,6,0,-0.13888044940556643,-1.75137258893631,2.287038012993774,1,-1.246192358514594,False,False,False,False,False,3117
2011-03-20,0,3,0,0,0,-0.9079244063883959,-1.0869004288192883,0.22070510222640996,0,-1.0981202656011,False,False,False,False,False,2471
2011-03-21,0,3,0,1,1,-0.36995069262330005,0.7652516996330937,1.2646767712778295,0,-1.2908737619902448,True,False,False,True,False,2077
2011-03-22,0,3,0,2,1,-0.3082513945887921,-0.02725620811439756,0.4528948486097715,0,-1.2856782499581925,True,False,False,False,False,2703
2011-03-23,0,3,0,3,1,-0.8285096314876761,1.4830527684065153,0.5625053057326728,0,-1.2150192863222795,True,False,False,True,False,2121
2011-03-24,0,3,0,4,1,-1.1688500346504276,1.246075987113182,0.6851876244440767,0,-0.9282270221529857,True,False,False,True,False,1865
2011-03-25,0,3,0,5,1,-1.283289268620594,-0.9376132059305378,0.5169662884154859,1,-0.6710491765663908,True,False,False,False,False,2210
2011-03-26,0,3,0,6,0,-1.2741376455324982,-1.6459933727795448,0.2445306627571783,1,-0.7344344233574304,True,False,False,False,False,2496
2011-03-27,0,3,0,0,0,-1.3443953041740009,-0.9452496864613648,-0.08092649409311446,0,-1.070064500628017,True,False,False,True,False,1693
2011-03-28,0,3,0,1,1,-1.2822950046476373,-2.2922700549068313,0.27844023079907687,0,-1.2747676746908823,True,False,False,False,False,2028
2011-03-29,0,3,0,2,1,-1.0727195400275737,-2.208015858948959,0.468941685594278,0,-0.9495286214844006,True,False,False,False,False,2425
2011-03-30,0,3,0,3,1,-1.0864524678308387,0.1278900991926692,-0.2278980058645339,0,-1.2519074217498516,True,False,False,True,False,1536
2011-03-31,0,3,0,4,1,-1.2604047177292335,2.03642010828892,0.34852601480363915,0,-1.3849125297703937,True,False,False,False,True,1685
2011-04-01,0,4,0,5,1,-1.0864524678308387,0.40597180006821854,0.8773504291357475,1,-1.205667364664585,True,False,False,True,False,2227
2011-04-02,0,4,0,6,0,-1.0040549010112496,0.17765016506189416,0.08451304675999215,1,-1.0570757205478858,True,False,False,True,False,2252
2011-04-03,0,4,0,0,0,-0.6561558943855816,-1.042992422087303,-0.10780430210809422,0,-1.4742753367216952,True,False,False,False,False,3249
2011-04-04,0,4,0,1,1,0.41501247426907406,-1.420601279982378,2.511178583522146,0,-1.3002256836479391,True,False,False,False,False,3115
2011-04-05,0,4,0,2,1,-0.45931360042470487,0.09568621073516154,2.5433237722166306,0,-1.093963855975458,True,False,False,True,False,1795
2011-04-06,0,4,0,3,1,-0.5874912553692575,-1.1073931737212406,0.9334370864933125,0,-1.5558448756249184,True,False,False,False,False,2808
2011-04-07,0,4,0,4,1,-0.3311414386512737,-0.17946594793122894,-0.36410294001231935,0,-1.4784317463473373,True,False,False,False,False,3141
2011-04-08,0,4,0,5,1,-0.8896156670410834,1.4597639616358706,0.468890170868806,1,-1.196834994210096,True,False,False,True,False,1471
2011-04-09,0,4,0,6,0,-0.8529926951753366,1.7495568060669742,-0.7405339177170878,1,-1.1838462141299648,True,False,False,True,False,2455
2011-04-10,0,4,0,0,0,-0.39064896140838073,1.6090511845246211,-0.5643020418776116,0,-0.6658536645343385,True,False,False,True,False,2895
2011-04-11,0,4,0,1,1,0.5376145605255009,0.621690080822194,1.7243297879825021,0,-0.7354735257638408,True,False,False,True,False,3348
2011-04-12,0,4,0,2,1,0.025914684233611193,0.7777285988260547,1.0856115855373967,0,-1.4212811139947605,True,False,False,True,False,2034
2011-04-13,0,4,0,3,1,-0.468470716683922,1.3397510849954688,0.7731490181873987,0,-0.8949757451478503,True,False,False,True,False,2162
2011-04-14,0,4,0,4,1,-0.1663463050120958,-0.6185460152510839,-1.0287974427766462,0,-0.7219651944805046,True,False,False,False,False,3267
2011-04-15,0,4,1,5,0,-0.2807855389822624,0.30059258391145327,0.46094402446476057,1,-1.589615703833259,True,False,False,False,False,3126
2011-04-16,0,4,0,6,0,-0.3677644105170202,1.8256616759753905,1.934690169447133,1,-1.0783773198793007,True,False,False,False,True,795
2011-04-17,0,4,0,0,0,-0.2258538277692031,-1.0459219642964612,1.4541608102449597,0,-0.8497747904689942,True,False,False,False,False,3744
2011-04-18,0,4,0,1,1,0.08084639544667051,-0.6039123547674481,-0.34794019489550126,0,-0.6144180954170194,True,False,False,False,False,3429
2011-04-19,0,4,0,2,1,0.044223423580924015,0.26253663631670676,-0.4200092958307327,0,-1.2971083764287077,True,False,False,True,False,3204
2011-04-20,0,4,0,3,1,0.5340330129544095,-0.10043153581365517,0.6612075197368927,0,-1.2306058224184366,True,False,False,False,False,3944
2011-04-21,0,4,0,4,1,-0.21212089996593828,-1.555254842387493,1.7344266741750007,0,-0.6565017428766441,True,False,False,False,False,4189
2011-04-22,0,4,0,5,1,-0.8850343623259143,0.7103983049829586,0.37267354236860667,1,-0.7297584625285832,True,False,False,True,False,1683
2011-04-23,0,4,0,6,0,-0.20754508842189026,1.822739159047309,0.5169662884154859,1,-1.9408323172000028,True,False,False,True,False,4036
2011-04-24,0,4,0,0,0,0.460792562394038,1.2812023924987703,0.020493121679750117,0,-0.4086758189477435,True,False,False,True,False,4191
2011-04-25,0,4,0,1,1,0.5981218404266857,1.0411766392179675,-0.06762281623998818,0,-0.5723344479573949,True,False,False,False,False,4073
2011-04-26,0,4,0,2,1,0.735451118459334,0.7074757880548779,1.7504219964340357,0,-0.6892334686785744,True,False,False,False,False,4400
2011-04-27,0,4,0,3,1,0.6713622909870578,1.453911902498631,1.5662568528718817,0,-0.3047655783066951,True,False,False,True,False,3872
2011-04-28,0,4,0,4,1,0.6576293631837933,0.5084214740158257,1.678404410224276,0,-0.17747553352141077,True,False,False,True,False,4058
2011-04-29,0,4,0,5,1,0.06711346764340598,-1.2039907885316086,0.6372274150297088,1,-1.4794708487537478,True,False,False,False,False,4595
2011-04-30,0,4,0,6,0,-0.13888044940556643,-0.879071538714916,0.5729885523662108,1,-0.2569668676118128,True,False,False,False,False,5312
2011-05-01,0,5,0,0,0,-0.25331968337573274,0.9387199399892829,-1.0847681920018992,0,-0.17643643111500026,True,False,False,True,False,3351
2011-05-02,0,5,0,1,1,0.28226450095159494,0.7133278471921167,-0.09182185853042771,0,-0.23774347309321886,True,False,False,True,False,4401
2011-05-03,0,5,0,2,1,0.653053551639745,0.48207666997663423,1.958631638110213,0,-0.06785022964510465,True,False,False,True,False,4451
2011-05-04,0,5,0,3,1,-0.45931360042470487,0.7630879130613416,1.7825671851285205,0,-0.3421732649374725,True,False,False,True,False,2633
2011-05-05,0,5,0,4,1,-0.21212089996593828,-1.2947293189236608,1.3497919764388273,0,-0.24553674114129748,True,False,False,False,False,4433
2011-05-06,0,5,0,5,1,-0.10225747753981963,-0.27021150360435847,0.4850400373042565,1,0.03346225497991758,True,False,False,False,False,4608
2011-05-07,0,5,0,6,0,0.12204517885646529,-0.612693956113845,-0.3880830447195033,1,0.4059804676780762,True,False,False,False,False,4714
2011-05-08,0,5,0,0,0,0.16781977381030777,0.022510883035903928,-1.4932348896095249,0,-0.6128594418074037,True,False,False,False,False,4333
2011-05-09,0,5,0,1,1,0.19070981787278912,-0.27899310495075536,-0.18781954944737148,0,-0.06733067844189941,True,False,False,False,False,4362
2011-05-10,0,5,0,2,1,0.19070981787278912,-0.978591670453365,-0.9647775176964039,0,-0.0413531182816373,True,False,False,False,False,4803
2011-05-11,0,5,0,3,1,0.24564152908584844,0.03129248438230084,-0.9007575926161615,0,-0.9858972057087676,True,False,False,False,False,4182
2011-05-12,0,5,0,4,1,0.20444274567605425,0.8362702660416765,-0.011806611191150802,0,-0.050705039939331654,True,False,False,False,False,4864
2011-05-13,0,5,0,5,1,0.08084639544667051,1.6500296490474484,-0.1398464613516356,1,0.04021642062158573,True,False,False,True,False,4105
2011-05-14,0,5,0,6,0,0.12662099040051297,2.0656944545372697,-0.7164894196030642,1,0.09528884816134141,True,False,False,True,False,3409
2011-05-15,0,5,0,0,0,0.35550495151196704,1.67637445308664,-0.48429967321970263,0,-0.10266016025985587,True,False,False,True,False,4553
2011-05-16,0,5,0,1,1,0.437902518331556,1.1202110513355412,-0.8205362863749966,0,-0.08759317536690385,True,False,False,False,False,3958
2011-05-17,0,5,0,2,1,0.35092913996791936,1.4714751051914254,1.1174863219231541,0,0.14152890524660797,True,False,False,True,False,4123
2011-05-18,0,5,0,3,1,0.28684031249564323,1.6968671979885919,0.1404837959852455,0,-0.18111239194384746,True,False,False,True,False,3855
2011-05-19,0,5,0,4,1,0.1815527016135723,1.4129264126947263,-1.0608267233388193,0,0.17322152864212773,True,False,False,True,False,4575
2011-05-20,0,5,0,5,1,0.21359986193527108,0.6401454942117818,-0.8444648763567086,1,-0.2211178345906511,True,False,False,False,False,4917
2011-05-21,0,5,0,6,0,0.5752317963642043,-0.012615522349684497,-0.9006545631652177,1,-0.5827254720214997,True,False,False,False,False,5805
2011-05-22,0,5,0,0,0,0.5843889126234212,0.8509039265253123,-0.548319598299945,0,0.011641104445297408,True,False,False,False,False,4660
2011-05-23,0,5,0,1,1,0.735451118459334,1.2753503333615315,0.5571091382394879,0,-0.2974918614618217,True,False,False,True,False,4274
2011-05-24,0,5,0,2,1,0.891089135839295,0.7894327171005323,0.2126044116459489,0,-0.21176591293295674,True,False,False,True,False,4492
2011-05-25,0,5,0,3,1,0.8956649473833427,0.4762246108393954,-0.46814980678425216,0,-0.35100563539196167,True,False,False,False,False,4978
2011-05-26,0,5,0,4,1,1.1565905756453743,0.3445005906434386,0.11665823545447712,0,0.023071230915812736,True,False,False,False,False,4677
2011-05-27,0,5,0,5,1,1.0101096745246305,0.17765016506189416,0.6451606827523862,1,0.20075774241200556,True,False,False,False,False,4679
2011-05-28,0,5,0,6,0,0.8681990917768131,0.7103983049829586,0.5088140831095526,1,0.6621192108582606,True,False,False,False,False,4758
2011-05-29,0,5,0,0,0,0.9322879192490893,1.3368215427863106,0.3007718642911588,0,0.06723308318825832,True,False,False,False,False,4788
2011-05-30,0,5,1,1,0,1.2939198536780225,0.3971901987218216,-0.7644625076987998,0,-0.13331368124896517,True,False,False,False,False,4098
2011-05-31,0,5,0,2,1,1.5228038147894765,0.05763728842149236,-1.0206967521961852,0,-0.020051518950222367,True,False,False,False,False,3982
2011-06-01,0,6,0,3,1,1.4632962920323695,0.34157104843428054,0.2126044116459489,0,0.23245036580752534,True,False,False,True,False,3974
2011-06-02,0,6,0,4,1,1.1932135475111207,-2.272416610582897,1.3098036707912413,0,0.07606545364274744,True,False,False,False,False,4968
2011-06-03,0,6,0,5,1,0.6713622909870578,-1.9270046158642518,0.8053972363328277,1,0.07710455604915793,True,False,False,False,False,5312
2011-06-04,0,6,0,6,0,0.7537598578066468,-1.2098428476688479,-0.8685608891962046,1,0.11814910110237206,True,False,False,False,False,5342
2011-06-05,0,6,0,0,0,0.8270003083670189,0.16886856371549647,-0.6682973939240724,0,0.13373563719852932,True,False,False,True,False,4906
2011-06-06,0,6,0,1,1,0.9917954420061962,-0.1999586928331816,-0.884607726180711,0,-0.2247546930130878,True,False,False,False,False,4548
2011-06-07,0,6,0,2,1,1.1520147641013265,-0.21459235331681736,-0.035748079854230765,0,-0.2850226325848959,True,False,False,False,False,4833
2011-06-08,0,6,0,3,1,1.5273796263335242,-0.04481941080719139,-0.6924449214890402,0,-0.2891790422105378,True,False,False,False,False,4401
2011-06-09,0,6,0,4,1,1.7059076877759667,-0.42242826870226713,-0.5241720707349775,0,0.22725485377547291,True,False,False,True,False,3915
2011-06-10,0,6,0,5,1,1.4129403923633579,-0.16483228744759318,-0.6443172892168885,1,0.4059804676780762,True,False,False,False,False,4586
2011-06-11,0,6,0,6,0,1.24814525872418,0.18350222419913298,-0.4602036603802071,1,0.4215670037742335,True,False,False,False,False,4966
2011-06-12,0,6,0,0,0,1.0696171972817374,0.8391998082508346,-0.34794019489550126,0,0.19504267917674792,True,False,False,False,False,4460
2011-06-13,0,6,0,1,1,0.7537598578066468,-0.9405427481396959,1.4780378855012,0,0.009043348429271198,True,False,False,False,False,5020
2011-06-14,0,6,0,2,1,0.5843889126234212,-0.8527267346757251,1.0135424846021652,0,0.15711544134276523,True,False,False,False,False,4891
2011-06-15,0,6,0,3,1,0.7079852628528043,-1.1015340893029246,-0.2919823243516159,0,-0.06733067844189941,True,False,False,False,False,5180
2011-06-16,0,6,0,4,1,0.7171368859409003,0.42060546055185427,0.20460675051643148,0,-0.3198325631996471,True,False,False,True,False,3767
2011-06-17,0,6,0,5,1,0.831581613082188,0.7543063117149439,-0.6124425528311314,1,0.0287862941510704,True,False,False,False,False,4844
2011-06-18,0,6,0,6,0,1.0925072413442194,0.2947405247742144,-0.9166498854242522,1,0.22621575136906244,True,False,False,False,False,5119
2011-06-19,0,6,0,0,0,1.106240169147484,0.26839572073502294,-1.1408419706780963,0,-0.03667715745279012,True,False,False,True,False,4744
2011-06-20,0,6,0,1,1,0.7537598578066468,0.8274886646952788,-0.45215448452521767,0,0.2542715163421455,True,False,False,True,False,4010
2011-06-21,0,6,0,2,1,1.0055283698094613,0.9972686324859822,-0.2518909892530855,0,0.18724941112866927,False,True,False,True,False,4835
2011-06-22,0,6,0,3,1,1.2939198536780225,0.5552590229569692,-0.23596006040089096,0,0.33739970885498427,False,True,False,False,False,4507
2011-06-23,0,6,0,4,1,1.2664539980714928,0.5259846767086196,0.6210131551874184,0,-0.39672614127402295,False,True,False,True,False,4790
2011-06-24,0,6,0,5,1,1.2435694471801322,-0.3873018633166787,0.4049217605140356,1,0.1628305045780229,False,True,False,False,False,4991
2011-06-25,0,6,0,6,0,1.083350125085002,-1.0195771602572696,0.2445306627571783,1,0.3057070854594645,False,True,False,False,False,5202
2011-06-26,0,6,0,0,0,1.0009525582654137,-0.8088187279437391,-1.2370032208484132,0,0.11087538425749867,False,True,False,False,False,5305
2011-06-27,0,6,0,1,1,1.0146854860686783,0.20984702823832374,-1.0688758991938085,0,-0.2704751988951491,False,True,False,True,False,4708
2011-06-28,0,6,0,2,1,1.353432869606251,0.040074085728698534,-0.5962926863956809,0,0.1581545437491757,False,True,False,False,False,4648
2011-06-29,0,6,0,3,1,1.2664539980714928,-0.9171204610285855,0.9174417642342783,0,-0.012258250902143733,False,True,False,False,False,5225
2011-06-30,0,6,0,4,1,1.0925072413442194,-1.3649821296948372,-0.06789326854871573,0,0.1347747396049398,False,True,False,False,False,5515
2011-07-01,0,7,0,5,1,1.2344123309209154,-1.6313597122959087,-1.1330117324063627,1,0.23920453144919349,False,True,False,False,False,5362
2011-07-02,0,7,0,6,0,1.321385709284552,-1.2918068019955797,-0.9726206346495054,1,0.3488298353254996,False,True,False,False,False,5119
2011-07-03,0,7,0,0,0,1.2023706637703382,0.379626996029027,0.492921790301462,0,0.40234360925563956,False,True,False,True,False,4649
2011-07-04,0,7,1,1,0,1.2573023749833967,0.06641888976788926,-1.405122815294197,0,0.09217154094210996,False,True,False,True,False,6043
2011-07-05,0,7,0,2,1,1.3671657974095155,-0.2672819613952004,-0.8284309180535702,0,0.06099846874979542,False,True,False,False,False,4665
2011-07-06,0,7,0,3,1,1.2206794031176502,0.806995919793327,-0.5241720707349775,0,0.3607795129992202,False,True,False,False,False,4629
2011-07-07,0,7,0,4,1,1.3854745367568282,0.16008696236909956,-0.40418139642948175,0,0.5114493619287404,False,True,False,False,False,4592
2011-07-08,0,7,0,5,1,1.1611718803605433,0.9094526190220107,0.4448971874802541,1,0.43195802783833837,False,True,False,True,False,4040
2011-07-09,0,7,0,6,0,1.2939198536780225,-0.1355579411992436,-0.2919823243516159,1,0.3057070854594645,False,True,False,False,False,5336
2011-07-10,0,7,0,0,0,1.3717416089535637,-0.3521754579310903,-0.09160292094717214,0,0.06151801995300066,False,True,False,False,False,4881
2011-07-11,0,7,0,1,1,1.454139175773152,0.051778204003176204,1.1816607911798125,0,0.7857723972211083,False,True,False,False,False,4086
2011-07-12,0,7,0,2,1,1.6280914256715469,-0.48682199505512785,0.1245399884516826,0,0.06983083920428454,False,True,False,False,False,4258
2011-07-13,0,7,0,3,1,1.3671657974095155,0.022510883035903928,-0.5724671258649126,0,0.05112699588889581,False,True,False,False,False,4342
2011-07-14,0,7,0,4,1,1.0055283698094613,-1.0693372261264942,0.6450061385759703,0,0.031903601370301855,False,True,False,False,False,5084
2011-07-15,0,7,0,5,1,0.9093978751866073,-0.26142990225796076,-0.09981951965994514,1,-0.25488866279899186,False,True,False,False,False,5538
2011-07-16,0,7,0,6,0,1.0375755301311602,-0.3053379089899469,0.22870276335592737,1,0.418449696555002,False,True,False,False,False,5923
2011-07-17,0,7,0,0,0,1.2161035915736027,-0.17068434658483203,0.7012344614285833,0,0.18205389909661684,False,True,False,False,False,5302
2011-07-18,0,7,0,1,1,1.3671657974095155,0.16008696236909956,0.3248034837238148,0,-0.2309893074515507,False,True,False,False,False,4458
2011-07-19,0,7,0,2,1,1.5319609310486935,0.15423490323186073,-0.7725116835537892,0,-0.14162650050024905,False,True,False,False,False,4541
2011-07-20,0,7,0,3,1,1.48618084292373,0.5523294807478111,-0.9886545929526439,0,-0.0979841994310087,False,True,False,False,False,4332
2011-07-21,0,7,0,4,1,1.7425306596417132,0.44109820545380696,0.4048702457885637,0,0.28752279334728104,False,True,False,True,False,3784
2011-07-22,0,7,0,5,1,1.9256345326282038,-0.33753477216637723,-0.7403149801338322,1,0.5233990396024609,False,True,False,False,False,3387
2011-07-23,0,7,0,6,0,1.930215837343373,-0.9024868005449493,-0.7645140224242717,1,0.7234262528364792,False,True,False,False,False,3285
2011-07-24,0,7,0,0,0,1.824928226461302,-0.5453706875518263,-0.27576806450932584,0,0.40078495564602384,False,True,False,False,False,3606
